WD20CD,WD20NM,FID
E05010728,Adwick le Street & Carcroft,998
E05010729,Armthorpe,999
E05001149,Westoe,1000
E05000827,Davyhulme West,1001
E05000828,Flixton,1002
E05001025,Keppel,1003
E05010867,Ecclesall,1004
E05000914,Woolton,1005
E05001150,West Park,1006
E05001123,Longbenton,1007
E05001026,Maltby,1008
E05000829,Gorse Hill,1009
E05000915,Yew Tree,1010
E05010868,Firth Park,1011
E05001151,Whitburn and Marsden,1012
E05001124,Monkseaton North,1013
E05001027,Rawmarsh,1014
E05000830,Hale Barns,1015
E05000916,Billinge and Seneley Green,1016
E05010869,Fulwood,1017
E05001152,Whiteleas,1018
E05001125,Monkseaton South,1019
E05001028,Rother Vale,1020
E05000831,Hale Central,1021
E05000917,Blackbrook,1022
E05010870,Gleadless Valley,1023
E05001153,Barnes,1024
E05001126,Northumberland,1025
E05001029,Rotherham East,1026
E05000832,Longford,1027
E05000918,Bold,1028
E05010871,Graves Park,1029
E05001154,Castle,1030
E05001127,Preston,1031
E05001030,Rotherham West,1032
E05000833,Priory,1033
E05000919,Earlestown,1034
E05010872,Hillsborough,1035
E05001155,Copt Hill,1036
E05001128,Riverside,1037
E05001031,Silverwood,1038
E05000834,St Mary's,1039
E05010873,Manor Castle,1040
E05001156,Doxford,1041
E05001129,St Mary's,1042
E05001032,Sitwell,1043
E05000835,Sale Moor,1044
E05010874,Mosborough,1045
E05001157,Fulwell,1046
E05001130,Tynemouth,1047
E05001033,Swinton,1048
E05000836,Stretford,1049
E05010875,Nether Edge and Sharrow,1050
E05001158,Hendon,1051
E05001131,Valley,1052
E05001034,Valley,1053
E05000837,Timperley,1054
E05010876,Park and Arbourthorne,1055
E05001159,Hetton,1056
E05001132,Wallsend,1057
E05001035,Wales,1058
E05000838,Urmston,1059
E05010877,Richmond,1060
E05001160,Houghton,1061
E05001133,Weetslade,1062
E05001036,Wath,1063
E05000839,Village,1064
E05000920,Eccleston,1065
E05010878,Shiregreen and Brightside,1066
E05001161,Millfield,1067
E05001134,Whitley Bay,1068
E05001037,Wickersley,1069
E05000840,Abram,1070
E05000921,Haydock,1071
E05010879,Southey,1072
E05001162,Pallion,1073
E05001135,Beacon and Bents,1074
E05001038,Wingfield,1075
E05000841,Ashton,1076
E05000922,Moss Bank,1077
E05010880,Stannington,1078
E05001163,Redhill,1079
E05001136,Bede,1080
E05010857,Beauchief and Greenhill,1081
E05000842,Aspull New Springs Whelley,1082
E05000923,Newton,1083
E05010881,Stocksbridge and Upper Don,1084
E05001164,Ryhope,1085
E05001137,Biddick and All Saints,1086
E05010858,Beighton,1087
E05000924,Parr,1088
E05001138,Boldon Colliery,1089
E05010859,Birley,1090
E05001139,Cleadon and East Boldon,1091
E05000925,Rainford,1092
E05001165,St Anne's,1093
E05010882,Walkley,1094
E05010860,Broomhill and Sharrow Vale,1095
E05001140,Cleadon Park,1096
E05000926,Rainhill,1097
E05001166,St Chad's,1098
E05010883,West Ecclesfield,1099
E05010861,Burngreave,1100
E05001141,Fellgate and Hedworth,1101
E05000927,Sutton,1102
E05001167,St Michael's,1103
E05010884,Woodhouse,1104
E05010862,City,1105
E05001142,Harton,1106
E05000928,Thatto Heath,1107
E05001168,St Peter's,1108
E05001067,Birtley,1109
E05010863,Crookes and Crosspool,1110
E05001143,Hebburn North,1111
E05000929,Town Centre,1112
E05001169,Sandhill,1113
E05001068,Blaydon,1114
E05010864,Darnall,1115
E05001144,Hebburn South,1116
E05000930,West Park,1117
E05001170,Shiney Row,1118
E05001069,Bridges,1119
E05010865,Dore and Totley,1120
E05001145,Horsley Hill,1121
E05000931,Windle,1122
E05001171,Silksworth,1123
E05009313,Chopwell and Rowlands Gill,1124
E05010866,East Ecclesfield,1125
E05001146,Monkton,1126
E05000932,Ainsdale,1127
E05001172,Southwick,1128
E05001071,Chowdene,1129
E05001147,Primrose,1130
E05000933,Birkdale,1131
E05001173,Washington Central,1132
E05001072,Crawcrook and Greenside,1133
E05001148,Simonside and Rekendyke,1134
E05000934,Blundellsands,1135
E05001174,Washington East,1136
E05001073,Deckham,1137
E05000935,Cambridge,1138
E05001175,Washington North,1139
E05001074,Dunston and Teams,1140
E05000936,Church,1141
E05001176,Washington South,1142
E05001075,Dunston Hill and Whickham East,1143
E05000937,Derby,1144
E05001177,Washington West,1145
E05001076,Felling,1146
E05000938,Duke's,1147
E05011118,Acocks Green,1148
E05001077,High Fell,1149
E05000939,Ford,1150
E05011119,Allens Cross,1151
E05001078,Lamesley,1152
E05000940,Harington,1153
E05011120,Alum Rock,1154
E05001079,Lobley Hill and Bensham,1155
E05000941,Kew,1156
E05011121,Aston,1157
E05001080,Low Fell,1158
E05000942,Linacre,1159
E05011122,Balsall Heath West,1160
E05001081,Pelaw and Heworth,1161
E05000943,Litherland,1162
E05011123,Bartley Green,1163
E05001082,"Ryton, Crookhill and Stella",1164
E05000944,Manor,1165
E05011124,Billesley,1166
E05001083,Saltwell,1167
E05000945,Meols,1168
E05011125,Birchfield,1169
E05001084,Wardley and Leam Lane,1170
E05000946,Molyneux,1171
E05011126,Bordesley & Highgate,1172
E05001085,Whickham North,1173
E05000947,Netherton and Orrell,1174
E05011127,Bordesley Green,1175
E05001086,Whickham South and Sunniside,1176
E05000948,Norwood,1177
E05011128,Bournbrook & Selly Park,1178
E05001087,Windy Nook and Whitehills,1179
E05011129,Bournville & Cotteridge,1180
E05001088,Winlaton and High Spen,1181
E05011130,Brandwood & King's Heath,1182
E05011436,Arthur's Hill,1183
E05011131,Bromford & Hodge Hill,1184
E05011437,Benwell & Scotswood,1185
E05011132,Castle Vale,1186
E05011438,Blakelaw,1187
E05011133,Druids Heath & Monyhull,1188
E05011439,Byker,1189
E05011440,Callerton & Throckley,1190
E05011441,Castle,1191
E05011442,Chapel,1192
E05011443,Dene & South Gosforth,1193
E05011444,Denton & Westerhope,1194
E05011445,Elswick,1195
E05011134,Edgbaston,1196
E05011135,Erdington,1197
E05011136,Frankley Great Park,1198
E05011137,Garretts Green,1199
E05011138,Glebe Farm & Tile Cross,1200
E05001320,Willenhall South,1201
E05001321,Bilston East,1202
E05001322,Bilston North,1203
E05001323,Blakenhall,1204
E05001324,Bushbury North,1205
E05001325,Bushbury South and Low Hill,1206
E05001326,East Park,1207
E05001327,Ettingshall,1208
E05001328,Fallings Park,1209
E05001329,Graiseley,1210
E05001330,Heath Town,1211
E05001331,Merry Hill,1212
E05001332,Oxley,1213
E05001333,Park,1214
E05001334,Penn,1215
E05001335,St Peter's,1216
E05001336,Spring Vale,1217
E05001337,Tettenhall Regis,1218
E05001338,Tettenhall Wightwick,1219
E05001339,Wednesfield North,1220
E05001340,Wednesfield South,1221
E05001341,Baildon,1222
E05001342,Bingley,1223
E05001343,Bingley Rural,1224
E05001344,Bolton and Undercliffe,1225
E05001345,Bowling and Barkerend,1226
E05001346,Bradford Moor,1227
E05001347,City,1228
E05001348,Clayton and Fairweather Green,1229
E05001349,Craven,1230
E05001350,Eccleshill,1231
E05001351,Great Horton,1232
E05001352,Heaton,1233
E05001353,Idle and Thackley,1234
E05001354,Ilkley,1235
E05001355,Keighley Central,1236
E05001356,Keighley East,1237
E05001357,Keighley West,1238
E05001358,Little Horton,1239
E05001359,Manningham,1240
E05001360,Queensbury,1241
E05001361,Royds,1242
E05001362,Shipley,1243
E05001363,Thornton and Allerton,1244
E05001364,Toller,1245
E05001365,Tong,1246
E05001366,Wharfedale,1247
E05001367,Wibsey,1248
E05001368,Windhill and Wrose,1249
E05001369,Worth Valley,1250
E05011139,Gravelly Hill,1251
E05011140,Hall Green North,1252
E05011141,Hall Green South,1253
E05011142,Handsworth,1254
E05011143,Handsworth Wood,1255
E05011144,Harborne,1256
E05011145,Heartlands,1257
E05011146,Highter's Heath,1258
E05011147,Holyhead,1259
E05011148,King's Norton North,1260
E05011149,King's Norton South,1261
E05011150,Kingstanding,1262
E05011151,Ladywood,1263
E05011152,Longbridge & West Heath,1264
E05011153,Lozells,1265
E05011154,Moseley,1266
E05011155,Nechells,1267
E05011156,Newtown,1268
E05011157,North Edgbaston,1269
E05011158,Northfield,1270
E05011159,Oscott,1271
E05011160,Perry Barr,1272
E05011161,Perry Common,1273
E05011162,Pype Hayes,1274
E05011163,Quinton,1275
E05011164,Rubery & Rednal,1276
E05011165,Shard End,1277
E05011166,Sheldon,1278
E05011167,Small Heath,1279
E05011168,Soho & Jewellery Quarter,1280
E05011169,South Yardley,1281
E05011170,Sparkbrook & Balsall Heath East,1282
E05011171,Sparkhill,1283
E05011172,Stirchley,1284
E05011173,Stockland Green,1285
E05011174,Sutton Four Oaks,1286
E05011175,Sutton Mere Green,1287
E05011176,Sutton Reddicap,1288
E05011177,Sutton Roughley,1289
E05011178,Sutton Trinity,1290
E05011179,Sutton Vesey,1291
E05011180,Sutton Walmley & Minworth,1292
E05011181,Sutton Wylde Green,1293
E05008947,Headland and Harbour,1294
E05001220,Cheylesmore,1295
E05011391,Cross Gates & Whinmoor,1296
E05011182,Tyseley & Hay Mills,1297
E05011183,Ward End,1298
E05011184,Weoley & Selly Oak,1299
E05011185,Yardley East,1300
E05011186,Yardley West & Stechford,1301
E05001218,Bablake,1302
E05001219,Binley and Willenhall,1303
E05001370,Wyke,1304
E05001270,Langley,1305
E05008948,Jesmond,1306
E05012648,Farnley & Wortley,1307
E05001221,Earlsdon,1308
E05008949,Manor House,1309
E05001271,Newton,1310
E05001371,Brighouse,1311
E05013830,Garforth & Swillington,1312
E05001222,Foleshill,1313
E05008950,Rural West,1314
E05001272,Old Warley,1315
E05001372,Calder,1316
E05011394,Gipton & Harehills,1317
E05001223,Henley,1318
E05008951,Seaton,1319
E05001273,Oldbury,1320
E05001373,Elland,1321
E05011395,Guiseley & Rawdon,1322
E05001224,Holbrook,1323
E05008952,Victoria,1324
E05001274,Princes End,1325
E05001374,Greetland and Stainland,1326
E05011396,Harewood,1327
E05001225,Longford,1328
E05009853,Acklam,1329
E05001275,Rowley,1330
E05001375,Hipperholme and Lightcliffe,1331
E05011397,Headingley & Hyde Park,1332
E05001226,Lower Stoke,1333
E05009854,Ayresome,1334
E05001276,St Pauls,1335
E05001376,Illingworth and Mixenden,1336
E05011547,Horsforth,1337
E05001227,Radford,1338
E05009855,Berwick Hills & Pallister,1339
E05001277,Smethwick,1340
E05001377,Luddendenfoot,1341
E05011399,Hunslet & Riverside,1342
E05001228,St Michael's,1343
E05009856,Brambles & Thorntree,1344
E05001278,Soho and Victoria,1345
E05001378,Northowram and Shelf,1346
E05011400,Killingbeck & Seacroft,1347
E05001229,Sherbourne,1348
E05009857,Central,1349
E05001279,Tipton Green,1350
E05001379,Ovenden,1351
E05011401,Kippax & Methley,1352
E05001230,Upper Stoke,1353
E05009858,Coulby Newham,1354
E05001280,Tividale,1355
E05001380,Park,1356
E05011402,Kirkstall,1357
E05001231,Wainbody,1358
E05009859,Hemlington,1359
E05001281,Wednesbury North,1360
E05001381,Rastrick,1361
E05011403,Little London & Woodhouse,1362
E05001232,Westwood,1363
E05009860,Kader,1364
E05001282,Wednesbury South,1365
E05001382,Ryburn,1366
E05011404,Middleton Park,1367
E05001233,Whoberley,1368
E05009861,Ladgate,1369
E05001283,West Bromwich Central,1370
E05001383,Skircoat,1371
E05011405,Moortown,1372
E05001234,Woodlands,1373
E05009862,Linthorpe,1374
E05001284,Bickenhill,1375
E05001384,Sowerby Bridge,1376
E05011406,Morley North,1377
E05001235,Wyken,1378
E05009863,Longlands & Beechwood,1379
E05001285,Blythe,1380
E05001385,Todmorden,1381
E05011407,Morley South,1382
E05001236,Amblecote,1383
E05009864,Marton East,1384
E05001286,Castle Bromwich,1385
E05001386,Town,1386
E05011549,Otley & Yeadon,1387
E05001237,Belle Vale,1388
E05009865,Marton West,1389
E05001287,Chelmsley Wood,1390
E05001387,Warley,1391
E05011409,Pudsey,1392
E05001238,Brierley Hill,1393
E05009866,Newport,1394
E05001288,Dorridge and Hockley Heath,1395
E05008558,Almondbury,1396
E05011410,Rothwell,1397
E05001239,Brockmoor and Pensnett,1398
E05009867,North Ormesby,1399
E05001289,Elmdon,1400
E05001389,Ashbrow,1401
E05011411,Roundhay,1402
E05001240,Castle and Priory,1403
E05009868,Nunthorpe,1404
E05001290,Kingshurst and Fordbridge,1405
E05001291,Knowle,1406
E05001292,Lyndon,1407
E05001293,Meriden,1408
E05001294,Olton,1409
E05001295,St Alphege,1410
E05001296,Shirley East,1411
E05001297,Shirley South,1412
E05001298,Shirley West,1413
E05001299,Silhill,1414
E05001300,Smith's Wood,1415
E05001301,Aldridge Central and South,1416
E05001302,Aldridge North and Walsall Wood,1417
E05001303,Bentley and Darlaston North,1418
E05001304,Birchills Leamore,1419
E05001305,Blakenall,1420
E05001306,Bloxwich East,1421
E05001307,Bloxwich West,1422
E05001308,Brownhills,1423
E05001309,Darlaston South,1424
E05001310,Paddock,1425
E05001311,Palfrey,1426
E05001312,Pelsall,1427
E05001313,Pheasey Park Farm,1428
E05001314,Pleck,1429
E05001315,Rushall-Shelfield,1430
E05001316,St Matthew's,1431
E05001317,Short Heath,1432
E05001318,Streetly,1433
E05001319,Willenhall North,1434
E05009869,Park,1435
E05013831,Temple Newsam,1436
E05009870,Park End & Beckfield,1437
E05001241,Coseley East,1438
E05011413,Weetwood,1439
E05009871,Stainton & Thornton,1440
E05001527,Billingham Central,1441
E05001242,Cradley and Wollescote,1442
E05001390,Batley East,1443
E05011414,Wetherby,1444
E05009872,Trimdon,1445
E05001528,Billingham East,1446
E05001243,Gornal,1447
E05001391,Batley West,1448
E05001444,"Ackworth, North Elmsall and Upton",1449
E05012437,Belmont,1450
E05001529,Billingham North,1451
E05001244,Halesowen North,1452
E05001392,Birstall and Birkenshaw,1453
E05001445,Airedale and Ferry Fryston,1454
E05012438,Brotton,1455
E05001530,Billingham South,1456
E05001245,Halesowen South,1457
E05001393,Cleckheaton,1458
E05001446,Altofts and Whitwood,1459
E05012439,Coatham,1460
E05001531,Billingham West,1461
E05001246,Hayley Green and Cradley South,1462
E05008559,Colne Valley,1463
E05001447,Castleford Central and Glasshoughton,1464
E05012440,Dormanstown,1465
E05001532,Bishopsgarth and Elm Tree,1466
E05001247,Kingswinford North and Wall Heath,1467
E05008560,Crosland Moor and Netherton,1468
E05001448,"Crofton, Ryhill and Walton",1469
E05012441,Eston,1470
E05001533,Eaglescliffe,1471
E05001248,Kingswinford South,1472
E05001396,Dalton,1473
E05001449,Featherstone,1474
E05012442,Grangetown,1475
E05001534,Fairfield,1476
E05001249,Lye and Stourbridge North,1477
E05001397,Denby Dale,1478
E05001450,Hemsworth,1479
E05012443,Guisborough,1480
E05001535,Grangefield,1481
E05001250,"Netherton, Woodside and St Andrews",1482
E05001398,Dewsbury East,1483
E05001451,Horbury and South Ossett,1484
E05012444,Hutton,1485
E05001536,Hardwick and Salters Lane,1486
E05001251,Norton,1487
E05001399,Dewsbury South,1488
E05001452,Knottingley,1489
E05012445,Kirkleatham,1490
E05001537,Hartburn,1491
E05001252,Pedmore and Stourbridge East,1492
E05001400,Dewsbury West,1493
E05001453,Normanton,1494
E05012446,Lockwood,1495
E05001538,Ingleby Barwick East,1496
E05001253,Quarry Bank and Dudley Wood,1497
E05001401,Golcar,1498
E05001454,Ossett,1499
E05012447,Loftus,1500
E05001539,Ingleby Barwick West,1501
E05001254,St James's,1502
E05001402,Greenhead,1503
E05001455,Pontefract North,1504
E05012448,Longbeck,1505
E05001255,St Thomas's,1506
E05001540,Mandale and Victoria,1507
E05001541,Newtown,1508
E05001542,Northern Parishes,1509
E05001256,Sedgley,1510
E05001456,Pontefract South,1511
E05001543,Norton North,1512
E05012449,Newcomen,1513
E05001403,Heckmondwike,1514
E05012450,Normanby,1515
E05001257,Upper Gornal and Woodsetton,1516
E05001457,South Elmsall and South Kirkby,1517
E05008561,Holme Valley North,1518
E05001544,Norton South,1519
E05012451,Ormesby,1520
E05001258,Wollaston and Stourbridge Town,1521
E05001458,Stanley and Outwood East,1522
E05001405,Holme Valley South,1523
E05001545,Norton West,1524
E05012452,St Germain's,1525
E05001259,Wordsley,1526
E05001459,Wakefield East,1527
E05008562,Kirkburton,1528
E05001546,Parkfield and Oxbridge,1529
E05012453,Saltburn,1530
E05001260,Abbey,1531
E05001460,Wakefield North,1532
E05001407,Lindley,1533
E05001547,Roseworth,1534
E05012454,Skelton East,1535
E05001261,Blackheath,1536
E05001461,Wakefield Rural,1537
E05001408,Liversedge and Gomersal,1538
E05001548,Stainsby Hill,1539
E05012455,Skelton West,1540
E05001262,Bristnall,1541
E05001462,Wakefield South,1542
E05001409,Mirfield,1543
E05001549,Stockton Town Centre,1544
E05012456,South Bank,1545
E05001263,Charlemont with Grove Vale,1546
E05001463,Wakefield West,1547
E05001410,Newsome,1548
E05001550,Village,1549
E05012457,Teesville,1550
E05001264,Cradley Heath and Old Hill,1551
E05001464,Wrenthorpe and Outwood West,1552
E05012841,Adel & Wharfedale,1553
E05001551,Western Parishes,1554
E05012458,West Dyke,1555
E05001265,Friar Park,1556
E05008942,Burn Valley,1557
E05012842,Alwoodley,1558
E05001552,Yarm,1559
E05012459,Wheatlands,1560
E05001266,Great Barr with Yew Tree,1561
E05008943,De Bruce,1562
E05011384,Ardsley & Robin Hood,1563
E05010412,Bank Top & Lascelles,1564
E05012460,Zetland,1565
E05001267,Great Bridge,1566
E05008944,Fens and Rossmere,1567
E05011385,Armley,1568
E05010413,Brinkburn & Faverdale,1569
E05001268,Greets Green and Lyng,1570
E05008945,Foggy Furze,1571
E05012647,Beeston & Holbeck,1572
E05010414,Cockerton,1573
E05001269,Hateley Heath,1574
E05008946,Hart,1575
E05011387,Bramley & Stanningley,1576
E05010415,College,1577
E05011388,Burmantofts & Richmond Hill,1578
E05010416,Eastbourne,1579
E05011389,Calverley & Farsley,1580
E05010417,Harrowgate Hill,1581
E05011390,Chapel Allerton,1582
E05010418,Haughton & Springfield,1583
E05010419,Heighington & Coniscliffe,1584
E05010420,Hummersknott,1585
E05010421,Hurworth,1586
E05010422,Mowden,1587
E05010423,North Road,1588
E05010424,Northgate,1589
E05010425,Park East,1590
E05010426,Park West,1591
E05010427,Pierremont,1592
E05010428,Red Hall & Lingfield,1593
E05010429,Sadberge & Middleton St George,1594
E05010430,Stephenson,1595
E05010431,Whinfield,1596
E05009030,Annfield Plain,1597
E05009031,Aycliffe East,1598
E05009032,Aycliffe North and Middridge,1599
E05009033,Aycliffe West,1600
E05011026,Birchwood,1601
E05011027,Burtonwood and Winwick,1602
E05012239,Tarporley,1603
E05001661,Victoria,1604
E05008635,Macclesfield East,1605
E05009084,Tanfield,1606
E05011028,Chapelford and Old Hall,1607
E05011029,"Culcheth, Glazebury and Croft",1608
E05011030,Fairfield and Howley,1609
E05011031,Grappenhall,1610
E05011032,Great Sankey North and Whittle Hall,1611
E05011033,Great Sankey South,1612
E05011034,Latchford East,1613
E05011035,Latchford West,1614
E05011036,Lymm North and Thelwall,1615
E05011037,Lymm South,1616
E05011038,Orford,1617
E05011039,Penketh and Cuerdley,1618
E05011040,Poplars and Hulme,1619
E05011041,Poulton North,1620
E05011042,Poulton South,1621
E05011043,Rixton and Woolston,1622
E05011044,Stockton Heath,1623
E05011045,Westbrook,1624
E05012209,Blacon,1625
E05012210,Central & Grange,1626
E05012211,Chester City & the Garden Quarter,1627
E05012212,Christleton & Huntington,1628
