WD20CD,WD20NM,FID
E05011614,Burwash & the Weald,4913
E05011615,Catsfield & Crowhurst,4914
E05011616,Eastern Rother,4915
E05011617,Hurst Green & Ticehurst,4916
E05011618,"North Battle, Netherfield & Whatlington",4917
E05011619,Northern Rother,4918
E05011620,Robertsbridge,4919
E05011621,Rye & Winchelsea,4920
E05011622,Sedlescombe & Westfield,4921
E05011623,South Battle & Telham,4922
E05011624,Southern Rother,4923
E05011625,Arlington,4924
E05011626,Buxted,4925
E05011627,"Chiddingly, East Hoathly & Waldron",4926
E05011628,Crowborough Central,4927
E05011629,Crowborough Jarvis Brook,4928
E05011630,Crowborough North,4929
E05011631,Crowborough South East,4930
E05011632,Crowborough South West,4931
E05011633,Crowborough St Johns,4932
E05011634,Danehill & Fletching,4933
E05011635,Forest Row,4934
E05011636,Framfield & Cross-in-Hand,4935
E05011637,Frant & Wadhurst,4936
E05011638,Hadlow Down & Rotherfield,4937
E05011639,Hailsham Central,4938
E05011640,Hailsham East,4939
E05011641,Hailsham North,4940
E05011642,Hailsham North West,4941
E05011643,Hailsham South,4942
E05011644,Hailsham West,4943
E05011645,Hartfield,4944
E05011646,Heathfield North,4945
E05011647,Heathfield South,4946
E05011648,Hellingly,4947
E05011649,Herstmonceux & Pevensey Levels,4948
E05011650,Horam & Punnetts Town,4949
E05011651,Lower Willingdon,4950
E05011652,Maresfield,4951
E05011653,Mayfield & Five Ashes,4952
E05011654,Pevensey Bay,4953
E05011655,Polegate Central,4954
E05011656,Polegate North,4955
E05011591,Newhaven South,4956
E05011592,Newick,4957
E05011902,Dawlish South West,4958
E05011593,Ouse Valley & Ringmer,4959
E05004099,Chelmer Village and Beaulieu Park,4960
E05010136,Ivybridge West,4961
E05011803,Sidmouth Rural,4962
E05012049,Eckington North,4963
E05011658,South Downs,4964
E05011903,Haytor,4965
E05011594,Peacehaven East,4966
E05004100,Chelmsford Rural West,4967
E05010137,Kingsbridge,4968
E05011804,Sidmouth Sidford,4969
E05012050,Eckington South & Renishaw,4970
E05011659,Stone Cross,4971
E05011904,Ipplepen,4972
E05011595,Peacehaven North,4973
E05004101,Galleywood,4974
E05010138,Loddiswell & Aveton Gifford,4975
E05011805,Sidmouth Town,4976
E05012051,Gosforth Valley,4977
E05011660,Uckfield East,4978
E05011905,Kenn Valley,4979
E05011596,Peacehaven West,4980
E05004102,Goat Hall,4981
E05010139,Marldon & Littlehempston,4982
E05011806,Tale Vale,4983
E05012052,Grassmoor,4984
E05011661,Uckfield New Town,4985
E05011906,Kenton & Starcross,4986
E05011597,"Plumpton, Streat, East Chiltington & St John",4987
E05004103,Great Baddow East,4988
E05010140,Newton & Yealmpton,4989
E05011807,Trinity,4990
E05012053,Holmewood & Heath,4991
E05011662,Uckfield North,4992
E05011907,Kerswell-with-Combe,4993
E05011598,Seaford Central,4994
E05004104,Great Baddow West,4995
E05010141,Salcombe & Thurlestone,4996
E05011808,West Hill & Aylesbeare,4997
E05012054,Killamarsh East,4998
E05011663,Uckfield Ridgewood & Little Horsted,4999
E05011908,Kingsteignton East,5000
E05011909,Kingsteignton West,5001
E05011910,Moretonhampstead,5002
E05011911,Shaldon & Stokeinteignhead,5003
E05011912,Teign Valley,5004
E05011913,Teignmouth Central,5005
E05011914,Teignmouth East,5006
E05011915,Teignmouth West,5007
E05011916,Appledore,5008
E05011917,Bideford East,5009
E05011918,Bideford North,5010
E05011919,Bideford South,5011
E05011920,Bideford West,5012
E05011921,Broadheath,5013
E05011922,Great Torrington,5014
E05011923,Hartland,5015
E05011924,Holsworthy,5016
E05011925,Milton & Tamarside,5017
E05011926,Monkleigh & Putford,5018
E05011927,Northam,5019
E05011928,Shebbear & Langtree,5020
E05011929,Two Rivers & Three Moors,5021
E05011930,Westward Ho!,5022
E05011931,Winkleigh,5023
E05010550,Bere Ferrers,5024
E05010551,Bridestowe,5025
E05010552,Buckland Monachorum,5026
E05010553,Burrator,5027
E05010554,Chagford,5028
E05010555,Dartmoor,5029
E05010556,Drewsteignton,5030
E05010557,Exbourne,5031
E05010558,Hatherleigh,5032
E05010559,Mary Tavy,5033
E05010560,Milton Ford,5034
E05010561,Okehampton North,5035
E05010562,Okehampton South,5036
E05010563,South Tawton,5037
E05010564,Tamarside,5038
E05010565,Tavistock North,5039
E05010566,Tavistock South East,5040
E05011664,Upper Willingdon,5041
E05004105,"Little Baddow, Danbury and Sandon",5042
E05011665,Withyham,5043
E05010142,South Brent,5044
E05012055,Killamarsh West,5045
E05004106,Marconi,5046
E05004021,Billericay East,5047
E05011599,Seaford East,5048
E05011809,Whimple & Rockbeare,5049
E05010143,Stokenham,5050
E05012056,North Wingfield Central,5051
E05004107,Moulsham and Central,5052
E05004022,Billericay West,5053
E05011600,Seaford North,5054
E05011810,Woodbury & Lympstone,5055
E05010144,Totnes,5056
E05012057,Pilsley & Morton,5057
E05004108,Moulsham Lodge,5058
E05004023,Burstead,5059
E05011601,Seaford South,5060
E05011811,Yarty,5061
E05010145,Wembury & Brixton,5062
E05012058,Ridgeway & Marsh Lane,5063
E05004109,Patching Hall,5064
E05004024,Crouch,5065
E05011602,Seaford West,5066
E05011011,Alphington,5067
E05010146,West Dart,5068
E05012059,Shirland,5069
E05004110,Rettendon and Runwell,5070
E05004025,Fryerns,5071
E05011603,Wivelsfield,5072
E05011012,Duryard and St James,5073
E05010147,Woolwell,5074
E05012060,Sutton,5075
E05004111,St Andrews,5076
E05004026,Laindon Park,5077
E05011604,Bexhill Central,5078
E05011013,Exwick,5079
E05011892,Ambrook,5080
E05012061,Tupton,5081
E05004112,"South Hanningfield, Stock and Margaretting",5082
E05004027,Langdon Hills,5083
E05011605,Bexhill Collington,5084
E05011014,Heavitree,5085
E05011893,Ashburton & Buckfastleigh,5086
E05012062,Unstone,5087
E05004113,South Woodham-Chetwood and Collingwood,5088
E05004028,Lee Chapel North,5089
E05011606,Bexhill Kewhurst,5090
E05011015,Mincinglake and Whipton,5091
E05011894,Bishopsteignton,5092
E05012063,Wingerworth,5093
E05004114,South Woodham-Elmwood and Woodville,5094
E05004029,Nethermayne,5095
E05011016,Newtown and St Leonard's,5096
E05011895,Bovey,5097
E05008809,Aston,5098
E05004115,Springfield North,5099
E05004030,Pitsea North West,5100
E05011896,Bradley,5101
E05004031,Pitsea South East,5102
E05008810,Church Gresley,5103
E05011017,Pennsylvania,5104
E05011897,Buckland & Milber,5105
E05004032,St Martin's,5106
E05008811,Etwall,5107
E05011018,Pinhoe,5108
E05011898,Bushell,5109
E05004033,Vange,5110
E05008812,Hatton,5111
E05011019,Priory,5112
E05004034,Wickford Castledon,5113
E05008813,Hilton,5114
E05011020,St David's,5115
E05004035,Wickford North,5116
E05008814,Linton,5117
E05011021,St Loyes,5118
E05004036,Wickford Park,5119
E05008815,Melbourne,5120
E05011022,St Thomas,5121
E05010365,Bocking Blackwater,5122
E05008816,Midway,5123
E05011023,Topsham,5124
E05010366,Bocking North,5125
E05008817,Newhall and Stanton,5126
E05008546,Boniface,5127
E05010367,Bocking South,5128
E05008818,Repton,5129
E05003510,Bradninch,5130
E05010368,Braintree Central & Beckers Green,5131
E05008819,Seales,5132
E05003511,Cadbury,5133
E05010369,Braintree South,5134
E05008820,Stenson,5135
E05003512,Canonsleigh,5136
E05010370,Braintree West,5137
E05008821,Swadlincote,5138
E05003513,Castle,5139
E05010371,Bumpstead,5140
E05008822,Willington and Findern,5141
E05003514,Clare and Shuttern,5142
E05010372,Coggeshall,5143
E05008823,Woodville,5144
E05003515,Cranmore,5145
E05012961,Gosfield & Greenstead Green,5146
E05011782,Axminster,5147
E05003516,Cullompton North,5148
E05010374,Great Notley & Black Notley,5149
E05011783,Beer & Branscombe,5150
E05003517,Cullompton Outer,5151
E05012962,Halstead St Andrew's,5152
E05011784,Broadclyst,5153
E05003518,Cullompton South,5154
E05012963,Halstead Trinity,5155
E05011785,Budleigh & Raleigh,5156
E05003519,Halberton,5157
E05012964,Hatfield Peverel & Terling,5158
E05011786,Clyst Valley,5159
E05003520,Lawrence,5160
E05010378,Hedingham,5161
E05011787,Coly Valley,5162
E05003521,Lower Culm,5163
E05010379,Kelvedon & Feering,5164
E05011788,Cranbrook,5165
E05003522,Lowman,5166
E05010380,Rayne,5167
E05011789,Dunkeswell & Otterhead,5168
E05008547,Newbrooke,5169
E05012965,Silver End & Cressing,5170
E05011790,Exe Valley,5171
E05003524,Sandford and Creedy,5172
E05010382,Stour Valley North,5173
E05011791,Exmouth Brixington,5174
E05003525,Silverton,5175
E05010383,Stour Valley South,5176
E05011792,Exmouth Halsdon,5177
E05003526,Taw,5178
E05010384,The Colnes,5179
E05011793,Exmouth Littleham,5180
E05003527,Taw Vale,5181
E05010385,Three Fields,5182
E05011794,Exmouth Town,5183
E05003528,Upper Culm,5184
E05012966,Witham Central,5185
E05011795,Exmouth Withycombe Raleigh,5186
E05003529,Upper Yeo,5187
E05012967,Witham North,5188
E05011796,Feniton,5189
E05003530,Way,5190
E05010388,Witham South,5191
E05011797,Honiton St Michael's,5192
E05003531,Westexe,5193
E05010389,Witham West,5194
E05011798,Honiton St Paul's,5195
E05008548,Yeo,5196
E05011799,Newbridges,5197
E05012412,Barnstaple Central,5198
E05011800,Newton Poppleford & Harpford,5199
E05012413,Barnstaple with Pilton,5200
E05011191,Eastleigh Central,5201
E05011192,Eastleigh North,5202
E05011193,Eastleigh South,5203
E05011194,Fair Oak & Horton Heath,5204
E05011195,Hamble & Netley,5205
E05011196,Hedge End North,5206
E05011197,Hedge End South,5207
E05011198,Hiltingbury,5208
E05011199,West End North,5209
E05011200,West End South,5210
E05004516,Fareham East,5211
E05004517,Fareham North,5212
E05004518,Fareham North-West,5213
E05004519,Fareham South,5214
E05004520,Fareham West,5215
E05004521,Hill Head,5216
E05004522,Locks Heath,5217
E05004523,Park Gate,5218
E05004524,Portchester East,5219
E05004525,Portchester West,5220
E05004526,Sarisbury,5221
E05004527,Stubbington,5222
E05004528,Titchfield,5223
E05004529,Titchfield Common,5224
E05004530,Warsash,5225
E05004531,Alverstoke,5226
E05004532,Anglesey,5227
E05004176,Waltham Abbey North East,5228
E05004533,Bridgemary North,5229
E05004534,Bridgemary South,5230
E05004535,Brockhurst,5231
E05004536,Christchurch,5232
E05004177,Waltham Abbey Paternoster,5233
E05004537,Elson,5234
E05004178,Waltham Abbey South West,5235
E05004538,Forton,5236
E05004179,Bush Fair,5237
E05004539,Grange,5238
E05004290,Benhall and The Reddings,5239
E05004180,Church Langley,5240
E05004540,Hardway,5241
E05004181,Great Parndon,5242
E05004291,Charlton Kings,5243
E05004541,Lee East,5244
E05004182,Harlow Common,5245
E05004292,Charlton Park,5246
E05004542,Lee West,5247
E05004183,Little Parndon and Hare Street,5248
E05004293,College,5249
E05004543,Leesland,5250
E05004184,Mark Hall,5251
E05004294,Hesters Way,5252
E05004544,Peel Common,5253
E05004185,Netteswell,5254
E05004295,Lansdown,5255
E05004545,Privett,5256
E05004186,Old Harlow,5257
E05004296,Leckhampton,5258
E05004546,Rowner and Holbrook,5259
E05004187,Staple Tye,5260
E05004297,Oakley,5261
E05004547,Town,5262
E05004188,Sumners and Kingsmoor,5263
E05004298,Park,5264
E05004444,Kingsclere,5265
E05009352,Blackwater and Hawley,5266
E05004189,Toddbrook,5267
E05011938,Coppins,5268
E05004299,Pittville,5269
E05004116,The Lawns,5270
E05004445,Norden,5271
E05009353,Crookham East,5272
E05004190,Althorne,5273
E05012156,Berry Hill,5274
E05011939,Dovercourt All Saints,5275
E05004300,Prestbury,5276
E05010979,Minchinhampton,5277
E05004446,Oakley and North Waltham,5278
E05004117,Trinity,5279
E05009354,Crookham West and Ewshot,5280
E05004191,Burnham-on-Crouch North,5281
E05011940,Dovercourt Bay,5282
E05012157,Bream,5283
E05004301,St Mark's,5284
E05010980,Nailsworth,5285
E05004447,"Overton, Laverstoke and Steventon",5286
E05004118,Waterhouse Farm,5287
E05009355,Fleet Central,5288
E05004192,Burnham-on-Crouch South,5289
E05011941,Dovercourt Tollgate,5290
E05012158,Cinderford East,5291
E05004302,St Paul's,5292
E05010981,Painswick and Upton,5293
E05004448,Pamber and Silchester,5294
E05004119,Writtle,5295
E05009356,Fleet East,5296
E05004193,Great Totham,5297
E05011942,Dovercourt Vines & Parkeston,5298
E05012159,Cinderford West,5299
E05004303,St Peter's,5300
E05010982,"Randwick, Whiteshill and Ruscombe",5301
E05004449,Popley East,5302
E05010827,Berechurch,5303
E05009357,Fleet West,5304
E05004194,Heybridge East,5305
E05011943,Eastcliff,5306
E05012160,Coleford,5307
E05004304,Springbank,5308
E05011944,Frinton,5309
E05010983,Rodborough,5310
E05011945,Harwich & Kingsway,5311
E05004450,Popley West,5312
E05004195,Heybridge West,5313
E05010984,Severn,5314
E05011946,Homelands,5315
E05012161,Dymock,5316
E05010828,Castle,5317
E05009358,Hartley Wintney,5318
E05004305,Swindon Village,5319
E05004196,Maldon East,5320
E05009359,Hook,5321
E05010829,Greenstead,5322
E05004451,Rooksdown,5323
E05004306,Up Hatherley,5324
E05011947,Kirby Cross,5325
E05012162,Hartpury & Redmarley,5326
E05004197,Maldon North,5327
E05010985,Stonehouse,5328
E05010830,Highwoods,5329
E05004452,Sherborne St John,5330
E05011948,Kirby-le-Soken & Hamford,5331
E05004307,Warden Hill,5332
E05012163,Longhope & Huntley,5333
E05004198,Maldon South,5334
E05010986,Stroud Central,5335
E05010831,Lexden and Braiswick,5336
E05004453,South Ham,5337
E05011949,"Lawford, Manningtree & Mistley",5338
E05010696,Abbey,5339
E05012164,Lydbrook,5340
E05004199,Maldon West,5341
E05010987,Stroud Farmhill and Paganhill,5342
E05010832,Marks Tey and Layer,5343
E05004454,Tadley Central,5344
E05011950,Little Clacton,5345
E05010697,Blockley,5346
E05012165,Lydney East,5347
E05004200,Mayland,5348
E05010988,Stroud Slade,5349
E05010833,Mersea and Pyefleet,5350
E05004455,Tadley South,5351
E05011951,Pier,5352
E05010698,Bourton Vale,5353
E05012166,Lydney North,5354
E05004201,Purleigh,5355
E05010989,Stroud Trinity,5356
E05010834,Mile End,5357
E05004456,Upton Grey and The Candovers,5358
E05011952,St Bartholomew's,5359
E05010699,Bourton Village,5360
E05012167,Lydney West & Aylburton,5361
E05004202,Southminster,5362
E05010990,Stroud Uplands,5363
E05010835,New Town and Christ Church,5364
E05004457,Whitchurch,5365
E05011953,St James,5366
E05010700,Campden & Vale,5367
E05012168,"Mitcheldean, Ruardean & Drybrook",5368
E05004203,Tillingham,5369
E05010991,Stroud Valley,5370
E05010836,Old Heath and The Hythe,5371
E05004458,Winklebury,5372
E05011954,St John's,5373
E05010701,Chedworth & Churn Valley,5374
E05012169,Newent & Taynton,5375
E05004204,Tollesbury,5376
E05010992,The Stanleys,5377
E05010837,Prettygate,5378
E05012290,Alton Amery,5379
E05011955,St Osyth,5380
E05010702,Chesterton,5381
E05012170,Newland & Sling,5382
E05004205,Tolleshunt D'Arcy,5383
E05010993,Thrupp,5384
E05010838,Rural North,5385
E05012291,Alton Ashdell,5386
E05011956,St Paul's,5387
E05010703,Coln Valley,5388
E05012171,Newnham,5389
E05004206,Wickham Bishops and Woodham,5390
E05010994,Wotton-under-Edge,5391
E05010839,St Anne's and St John's,5392
E05012292,Alton Eastbrooke,5393
E05011957,Stour Valley,5394
E05010704,Ermin,5395
E05012172,Pillowell,5396
E05010844,Downhall and Rawreth,5397
E05012064,Badgeworth,5398
E05010840,Shrub End,5399
E05012293,Alton Holybourne,5400
E05011958,The Bentleys & Frating,5401
E05010705,Fairford North,5402
E05012173,Ruspidge,5403
E05010845,Foulness and The Wakerings,5404
E05012065,Brockworth East,5405
E05010841,Stanway,5406
E05012294,Alton Westbrooke,5407
E05011959,The Oakleys & Wix,5408
E05010706,Fosseridge,5409
E05012174,St. Briavels,5410
E05010846,Hawkwell East,5411
E05010847,Hawkwell West,5412
E05010848,Hockley,5413
E05010849,Hockley and Ashingdon,5414
E05010850,Hullbridge,5415
E05010851,Lodge,5416
E05010852,Roche North and Rural,5417
E05010853,Roche South,5418
E05010854,Sweyne Park and Grange,5419
E05010855,Trinity,5420
E05010856,Wheatley,5421
E05011932,Alresford & Elmstead,5422
E05011933,Ardleigh & Little Bromley,5423
E05011934,Bluehouse,5424
E05011935,Brightlingsea,5425
E05011936,Burrsville,5426
E05011937,Cann Hall,5427
E05012066,Brockworth West,5428
E05011960,"Thorpe, Beaumont & Great Holland",5429
E05010842,Tiptree,5430
E05012067,Churchdown Brookfield with Hucclecote,5431
E05012175,Tidenham,5432
E05012295,Alton Whitedown,5433
E05010707,Four Acres,5434
E05011961,Walton,5435
E05010843,Wivenhoe,5436
E05012068,Churchdown St John's,5437
E05012176,Westbury-on-Severn,5438
E05012296,Alton Wooteys,5439
E05010708,Grumbolds Ash with Avening,5440
E05011962,Weeley & Tendring,5441
E05004147,"Broadley Common, Epping Upland and Nazeing",5442
E05012069,Cleeve Grange,5443
E05010950,Abbeydale,5444
E05012297,Bentworth & Froyle,5445
E05010709,Kemble,5446
E05011963,West Clacton & Jaywick Sands,5447
E05004148,Buckhurst Hill East,5448
E05012070,Cleeve Hill,5449
E05010951,Abbeymead,5450
E05012298,"Binsted, Bentley & Selborne",5451
E05010710,"Lechlade, Kempsford & Fairford South",5452
E05009910,Ashdon,5453
E05004149,Buckhurst Hill West,5454
E05012071,Cleeve St Michael's,5455
E05010952,Barnwood,5456
E05012299,Bramshott & Liphook,5457
E05010711,Moreton East,5458
E05009911,Broad Oak & the Hallingburys,5459
E05004150,Chigwell Row,5460
E05012072,Cleeve West,5461
E05010953,Barton and Tredworth,5462
E05012300,Buriton & East Meon,5463
E05010712,Moreton West,5464
E05009912,Clavering,5465
E05004151,Chigwell Village,5466
E05012073,Highnam with Haw Bridge,5467
E05010954,Coney Hill,5468
E05012301,Clanfield,5469
E05010713,New Mills,5470
E05009913,Debden & Wimbish,5471
E05004152,"Chipping Ongar, Greensted and Marden Ash",5472
E05012074,Innsworth,5473
E05010955,Elmbridge,5474
E05012302,Four Marks & Medstead,5475
E05010714,Northleach,5476
E05009914,Elsenham & Henham,5477
E05004153,Epping Hemnall,5478
E05012075,Isbourne,5479
E05010956,Grange,5480
E05012303,"Froxfield, Sheet & Steep",5481
E05010715,St Michael's,5482
E05009915,Felsted & Stebbing,5483
E05004154,Epping Lindsey and Thornwood Common,5484
E05012076,Northway,5485
E05010957,Hucclecote,5486
E05012304,Grayshott,5487
E05010716,Sandywell,5488
E05009916,Flitch Green & Little Dunmow,5489
E05004155,Grange Hill,5490
E05012077,Severn Vale North,5491
E05010958,Kingsholm and Wotton,5492
E05012305,Headley,5493
E05010717,Siddington & Cerney Rural,5494
E05009917,Great Dunmow North,5495
E05008940,"Hastingwood, Matching and Sheering Village",5496
E05012078,Severn Vale South,5497
E05010959,Kingsway,5498
E05012306,Horndean Catherington,5499
E05010718,South Cerney Village,5500
E05009918,Great Dunmow South & Barnston,5501
E05004157,"High Ongar, Willingale and The Rodings",5502
E05012079,Shurdington,5503
E05010960,Longlevens,5504
E05012307,Horndean Downs,5505
E05010719,Stow,5506
E05009919,Hatfield Heath,5507
E05009920,High Easter & the Rodings,5508
E05009921,"Littlebury, Chesterford & Wenden Lofts",5509
E05009922,Newport,5510
E05009923,Saffron Walden Audley,5511
E05009924,Saffron Walden Castle,5512
E05009925,Saffron Walden Shire,5513
E05009926,Stansted North,5514
E05009927,Stansted South & Birchanger,5515
E05009928,Stort Valley,5516
E05009929,Takeley,5517
E05009930,Thaxted & the Eastons,5518
E05009931,The Sampfords,5519
E05004288,All Saints,5520
E05004289,Battledown,5521
E05012308,Horndean Kings & Blendworth,5522
E05012309,Horndean Murray,5523
E05012310,Lindford,5524
E05012311,Liss,5525
E05012312,Petersfield Bell Hill,5526
E05012313,Petersfield Causeway,5527
E05012314,Petersfield Heath,5528
E05012315,Petersfield St Peter's,5529
E05012316,"Ropley, Hawkley & Hangers",5530
E05012317,Rowlands Castle,5531
E05012318,Whitehill Chase,5532
E05012319,Whitehill Hogmoor & Greatham,5533
E05012320,Whitehill Pinewood,5534
E05011187,Bishopstoke,5535
E05011188,Botley,5536
E05011189,Bursledon & Hound North,5537
E05011190,Chandler's Ford,5538
E05004158,Lambourne,5539
E05004159,Loughton Alderton,5540
E05004160,Loughton Broadway,5541
E05004161,Loughton Fairmead,5542
E05010961,Matson and Robinswood,5543
E05004162,Loughton Forest,5544
E05012080,Tewkesbury East,5545
E05010962,Moreland,5546
E05004163,Loughton Roding,5547
E05012081,Tewkesbury North & Twyning,5548
E05010963,Podsmead,5549
E05004164,Loughton St John's,5550
E05012082,Tewkesbury South,5551
E05010964,Quedgeley Fieldcourt,5552
E05004165,Loughton St Mary's,5553
E05012083,Winchcombe,5554
E05010965,Quedgeley Severn Vale,5555
E05004166,Lower Nazeing,5556
E05004430,Basing,5557
E05010966,Tuffley,5558
E05004167,Lower Sheering,5559
E05004431,Baughurst and Tadley North,5560
E05010967,Westgate,5561
E05008941,Moreton and Fyfield,5562
E05004437,Bramley and Sherfield,5563
E05010968,Amberley and Woodchester,5564
E05004169,North Weald Bassett,5565
E05004432,Brighton Hill North,5566
E05010969,Berkeley Vale,5567
E05004170,Passingford,5568
E05010720,Stratton,5569
E05004433,Brighton Hill South,5570
E05010970,Bisley,5571
E05004171,Roydon,5572
E05010721,Tetbury East & Rural,5573
E05004434,Brookvale and Kings Furlong,5574
E05010971,Cainscross,5575
E05004172,Shelley,5576
E05010722,Tetbury Town,5577
E05004435,Buckskin,5578
E05010972,Cam East,5579
E05004173,Theydon Bois,5580
E05010723,Tetbury with Upton,5581
E05004436,"Burghclere, Highclere and St Mary Bourne",5582
E05010973,Cam West,5583
E05004174,Waltham Abbey High Beach,5584
E05010724,The Ampneys & Hampton,5585
E05004438,Chineham,5586
E05010974,Chalford,5587
E05004175,Waltham Abbey Honey Lane,5588
E05010725,The Beeches,5589
E05004439,East Woodhay,5590
E05010975,Coaley and Uley,5591
E05010726,The Rissingtons,5592
E05004440,Eastrop,5593
E05010976,Dursley,5594
E05010727,Watermoor,5595
E05004441,Grove,5596
E05010977,Hardwicke,5597
E05004442,Hatch Warren and Beggarwood,5598
E05010978,Kingswood,5599
E05004443,Kempshott,5600
E05011764,Repton,5601
E05011765,Rolvenden & Tenterden West,5602
E05011766,Roman,5603
E05011767,Saxon Shore,5604
E05011768,Singleton East,5605
E05011769,Singleton West,5606
E05011770,Stanhope,5607
E05011771,Tenterden North,5608
E05011772,Tenterden South,5609
E05011773,Tenterden St Michael's,5610
E05011774,Upper Weald,5611
E05011775,Victoria,5612
E05011776,Washford,5613
E05011777,Weald Central,5614
E05011778,Weald North,5615
E05011779,Weald South,5616
E05011780,Willesborough,5617
E05011781,Wye with Hinxhill,5618
E05009437,South Oxhey,5619
E05012990,Barton,5620
E05010392,Beltinge,5621
E05010393,Blean Forest,5622
E05012991,Chartham & Stone Street,5623
E05012403,Newtown,5624
E05011046,Callowland,5625
E05004613,Totton West,5626
E05004780,Letchworth Wilbury,5627
E05010395,Chestfield,5628
E05011047,Central,5629
E05004731,Hertford Sele,5630
E05012404,Princes,5631
E05009360,Odiham,5632
E05008989,Aldershot Park,5633
E05009002,Broxbourne and Hoddesdon South,5634
E05004781,Royston Heath,5635
E05010396,Gorrell,5636
E05011048,Holywell,5637
E05004732,Hunsdon,5638
E05012405,Stone Castle,5639
E05009361,Yateley East,5640
E05008990,Cherrywood,5641
E05009003,Cheshunt North,5642
E05004782,Royston Meridian,5643
E05010397,Greenhill,5644
E05011049,Leggatts,5645
E05004733,Little Hadham,5646
E05012406,Stone House,5647
E05009362,Yateley West,5648
E05008991,Cove and Southwood,5649
E05009004,Cheshunt South and Theobalds,5650
E05004783,Royston Palace,5651
E05010398,Herne & Broomfield,5652
E05011050,Meriden,5653
E05012987,Mundens and Cottered,5654
E05012407,Swanscombe,5655
E05004566,Barncroft,5656
E05008992,Empress,5657
E05009005,Flamstead End,5658
E05004784,Weston and Sandon,5659
E05010399,Heron,5660
E05011051,Nascot,5661
E05004735,Much Hadham,5662
E05012408,Temple Hill,5663
E05004567,Battins,5664
E05008993,Fernhill,5665
E05009006,Goffs Oak,5666
E05004785,Ashley,5667
E05012953,Little Stour & Adisham,5668
E05011052,Oxhey,5669
E05004736,Puckeridge,5670
E05012409,Town,5671
E05004568,Bedhampton,5672
E05008994,Knellwood,5673
E05009007,Hoddesdon North,5674
E05004786,Batchwood,5675
E05012954,Nailbourne,5676
E05011053,Park,5677
E05004737,Sawbridgeworth,5678
E05012410,West Hill,5679
E05004569,Bondfields,5680
E05008995,Manor Park,5681
E05009008,Hoddesdon Town and Rye Park,5682
E05004787,Clarence,5683
E05010402,Northgate,5684
E05011054,Stanborough,5685
E05004738,Stanstead Abbots,5686
E05012411,"Wilmington, Sutton-at-Hone & Hawley",5687
E05004570,Cowplain,5688
E05008996,North Town,5689
E05009009,Rosedale and Bury Green,5690
E05009028,Colney Heath,5691
E05012955,Reculver,5692
E05011055,Tudor,5693
E05004739,Thundridge & Standon,5694
E05012855,Alkham & Capel-le-Ferne,5695
E05004571,Emsworth,5696
E05008997,Rowhill,5697
E05009010,Waltham Cross,5698
E05004789,Cunningham,5699
E05010404,Seasalter,5700
E05011056,Vicarage,5701
E05009315,Walkern,5702
E05012856,"Aylesham, Eythorne & Shepherdswell",5703
E05004572,Hart Plain,5704
E05008998,St John's,5705
E05009011,Wormley and Turnford,5706
E05004790,Harpenden East,5707
E05010405,St Stephen's,5708
E05011057,Woodside,5709
E05004741,Ware Chadwell,5710
E05012857,Buckland,5711
E05004573,Hayling East,5712
E05008999,St Mark's,5713
E05011058,Brookmans Park and Little Heath,5714
E05004691,Adeyfield East,5715
E05011059,Haldens,5716
E05004742,Ware Christchurch,5717
E05012956,Sturry,5718
E05004791,Harpenden North,5719
E05004692,Adeyfield West,5720
E05011060,Handside,5721
E05010407,Swalecliffe,5722
E05004743,Ware St Mary's,5723
E05004574,Hayling West,5724
E05012858,Dover Downs & River,5725
E05009000,Wellington,5726
E05004575,Purbrook,5727
E05004744,Ware Trinity,5728
E05004693,Aldbury and Wigginton,5729
E05010408,Tankerton,5730
E05011061,Hatfield Central,5731
E05012859,Eastry Rural,5732
E05009001,West Heath,5733
E05004792,Harpenden South,5734
E05004576,St Faith's,5735
E05004745,Watton-at-Stone,5736
E05004694,Apsley and Corner Hall,5737
E05010409,West Bay,5738
E05011062,Hatfield East,5739
E05012860,"Guston, Kingsdown & St Margaret's-at-Cliffe",5740
E05012927,Ampfield & Braishfield,5741
E05004793,Harpenden West,5742
E05004577,Stakes,5743
E05012177,Aldenham East,5744
E05004695,Ashridge,5745
E05010410,Westgate,5746
E05011063,Hatfield South West,5747
E05012861,Little Stour & Ashstone,5748
E05012085,Andover Downlands,5749
E05004794,London Colney,5750
E05004578,Warren Park,5751
E05012178,Aldenham West,5752
E05004696,Bennetts End,5753
E05010411,Wincheap,5754
E05011064,Hatfield Villages,5755
E05012862,Maxton & Elms Vale,5756
E05012928,Andover Harroway,5757
E05004795,Marshalswick North,5758
E05004579,Waterloo,5759
E05012179,Bentley Heath & The Royds,5760
E05004697,Berkhamsted Castle,5761
E05012392,Bean & Village Park,5762
E05011065,Hollybush,5763
E05012863,Middle Deal,5764
E05012929,Andover Millway,5765
E05004796,Marshalswick South,5766
E05004580,"Ashurst, Copythorne South and Netley Marsh",5767
E05012180,Borehamwood Brookmeadow,5768
E05004698,Berkhamsted East,5769
E05012393,Brent,5770
E05011066,Howlands,5771
E05012864,Mill Hill,5772
E05012088,Andover Romans,5773
E05004797,Park Street,5774
E05004581,Barton,5775
E05012181,Borehamwood Cowley Hill,5776
E05004699,Berkhamsted West,5777
E05012394,Bridge,5778
E05011067,Northaw and Cuffley,5779
E05012865,North Deal,5780
